id_evento,data_evento,nome_evento,cidade_evento,estado_evento,categoria_evento
9546,2020-02-25,CARNAVAL ITUTINGA,Itutinga,MG,Artístico/Cultural/Folclórico
9547,2020-02-25,CARNAVAL IBITURUNA,Ibituruna,MG,Artístico/Cultural/Folclórico
9548,2020-02-25,CARNAVAL ENTRE RIOS,Entre Rios de Minas,MG,Artístico/Cultural/Folclórico
9549,2020-02-25,CARNAVAL DOS CARNAVAIS,São Cristóvão,SE,Artístico/Cultural/Folclórico
9550,2020-02-25,CARNAVAL DORES DE CAMPOS 2020,Dores de Campos,MG,Artístico/Cultural/Folclórico
9551,2020-02-25,CARNAVAL DO PORCÃO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9552,2020-02-25,CARNAVAL DO MIRANTE 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9553,2020-02-25,CARNAVAL DO ASSÚ,Açu,RN,Artístico/Cultural/Folclórico
9554,2020-02-25,CARNAVAL DE TABULEIRO - ZONA DA MATA MINEIRA,Tabuleiro,MG,Artístico/Cultural/Folclórico
9555,2020-02-25,CARNAVAL DE SÃO GERALDO,São Geraldo,MG,Artístico/Cultural/Folclórico
9556,2020-02-25,CARNAVAL DE SANTA CRUZ DE MINAS,Santa Cruz de Minas,MG,Artístico/Cultural/Folclórico
9557,2020-02-25,CARNAVAL DE RUA,Iturama,MG,Artístico/Cultural/Folclórico
9558,2020-02-25,CARNAVAL DE RITÁPOLIS,Ritápolis,MG,Artístico/Cultural/Folclórico
9559,2020-02-25,CARNAVAL DE QUELUZITO 2020,Queluzito,MG,Artístico/Cultural/Folclórico
9560,2020-02-25,CARNAVAL DE PARANAGUÁ,Paranaguá,PR,Outro
9561,2020-02-25,CARNAVAL DE OURO PRETO,Ouro Preto,MG,Artístico/Cultural/Folclórico
9562,2020-02-25,CARNAVAL DE MIRAI 2020,Miraí,MG,Artístico/Cultural/Folclórico
9563,2020-02-25,CARNAVAL DE MARIANA,Mariana,MG,Artístico/Cultural/Folclórico
9564,2020-02-25,CARNAVAL DE JAGUARIUNA,Jaguariúna,SP,Artístico/Cultural/Folclórico
9565,2020-02-25,CARNAVAL DE GUARANI,Guarani,MG,Artístico/Cultural/Folclórico
9566,2020-02-25,CARNAVAL DE EXTREMA,Extrema,MG,Artístico/Cultural/Folclórico
9567,2020-02-25,CARNAVAL DE CHIADOR 2020,Chiador,MG,Artístico/Cultural/Folclórico
9568,2020-02-25,CARNAVAL DE CAXAMBU,Caxambu,MG,Artístico/Cultural/Folclórico
9569,2020-02-25,CARNAVAL DE BARROSO,Barroso,MG,Artístico/Cultural/Folclórico
9570,2020-02-25,CARNAVAL DE ALÉM PARAÍBA,Além Paraíba,MG,Artístico/Cultural/Folclórico
9571,2020-02-25,CARNAVAL CATAS ALTAS,Catas Altas,MG,Artístico/Cultural/Folclórico
9572,2020-02-25,CARNAVAL CANTAGALO 2020,Cantagalo,RJ,Artístico/Cultural/Folclórico
9573,2020-02-25,CARNAVAL CAMANDUCAIA,Camanducaia,MG,Artístico/Cultural/Folclórico
9574,2020-02-25,CARNAVAL CAI NA FOLIA DE BICAS,Bicas,MG,Artístico/Cultural/Folclórico
9575,2020-02-25,CARNAVAL BUENÓPOLIS,Buenópolis,MG,Artístico/Cultural/Folclórico
9576,2020-02-25,CARNAVAL BELO VALE 2020,Belo Vale,MG,Artístico/Cultural/Folclórico
9577,2020-02-25,CARNAVAL BARBACENA,Barbacena,MG,Gastronômico
9578,2020-02-25,CARNAVAL ALFREDO VASCONCELOS,Alfredo Vasconcelos,MG,Artístico/Cultural/Folclórico
9579,2020-02-25,CARNAVAL 2020,São Francisco do Glória,MG,Artístico/Cultural/Folclórico
9580,2020-02-25,CARNAVAL 2020,Rio Novo,MG,Artístico/Cultural/Folclórico
9581,2020-02-25,CARNAVAL 2020,Coqueiral,MG,Artístico/Cultural/Folclórico
9582,2020-02-25,CARNAVAL 2020 SANTA BARBARA,Santa Bárbara,MG,Artístico/Cultural/Folclórico
9583,2020-02-25,CARNAVAL 2020 ITAMARATI DE MINAS,Itamarati de Minas,MG,Artístico/Cultural/Folclórico
9584,2020-02-25,CARNAVAL 2020 DE DESCOBERTO,Descoberto,MG,Artístico/Cultural/Folclórico
9585,2020-02-25,CARNAVAL 2020 BORDA DA MATA,Borda da Mata,MG,Artístico/Cultural/Folclórico
9586,2020-02-25,CARNAVAL 2020  DE ITABAIANINHA/SE,Itabaianinha,SE,Artístico/Cultural/Folclórico
9587,2020-02-25,CARNAVAL - PIAU,Piau,MG,Artístico/Cultural/Folclórico
9588,2020-02-25,CARNAVAL  2020 - VEM PRA GOIANÁ VEM,Goianá,MG,Artístico/Cultural/Folclórico
9589,2020-02-25,CARNAURUCUIA,Urucuia,MG,Artístico/Cultural/Folclórico
9590,2020-02-25,CARNASAMA  FOLIA,São Miguel do Anta,MG,Artístico/Cultural/Folclórico
9591,2020-02-25,CARNAPRAIA DA ESTANCIA TURISTICA DE PEREIRA BARRETO,Pereira Barreto,SP,Outro
9592,2020-02-25,CARNAPRADOS,Prados,MG,Artístico/Cultural/Folclórico
9593,2020-02-25,CARNAPIÉ,Piedade do Rio Grande,MG,Artístico/Cultural/Folclórico
9594,2020-02-25,CARNAOTONI 2020,Cristiano Otoni,MG,Artístico/Cultural/Folclórico
9595,2020-02-25,CARNANIGHT,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9596,2020-02-25,CARNALOVE BH,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9597,2020-02-25,CARNAJAÓ 2020,Tumiritinga,MG,Artístico/Cultural/Folclórico
9598,2020-02-25,CARNAJACK! AEROPLANE (RHCP) + LARANJA MECÂNICA (CLÁSSICOS),Belo Horizonte,MG,Artístico/Cultural/Folclórico
9672,2020-02-22,BANDA DAKI,Juiz de Fora,MG,Artístico/Cultural/Folclórico
9599,2020-02-25,CARNAGONÇA 2020 - A FOLIA DA PÉROLA DA MANTIQUEIRA,Gonçalves,MG,Artístico/Cultural/Folclórico
9600,2020-02-25,CARNAFORRÓ,Rio Preto da Eva,AM,Outro
9601,2020-02-25,CARNADIOGO,Diogo de Vasconcelos,MG,Artístico/Cultural/Folclórico
9602,2020-02-25,CARNAALEGRIA,Santo Antônio da Alegria,SP,Artístico/Cultural/Folclórico
9603,2020-02-25,CARNA MARESP 2020,Mar de Espanha,MG,Artístico/Cultural/Folclórico
9604,2020-02-25,CARNA BELVS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9605,2020-02-25,CARANAVAL - ESTACAO DO SAMBA 2020 -  SAO JOAO NEPOMUCENO,São João Nepomuceno,MG,Artístico/Cultural/Folclórico
9606,2020-02-25,CAPUFOLIA 2020,Caputira,MG,Artístico/Cultural/Folclórico
9607,2020-02-25,BLOCO VERMES E CIA. 2020,Muzambinho,MG,Artístico/Cultural/Folclórico
9608,2020-02-25,BLOCO DO URSO 2020,Santa Rita do Sapucaí,MG,Artístico/Cultural/Folclórico
9609,2020-02-25,BLOCO DO CHAPADO 2020,Ouro Preto,MG,Artístico/Cultural/Folclórico
9610,2020-02-25,BLOCO DA LUXURY 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9611,2020-02-25,BAILE DO #SECRETO &  NOITE MARAVILHOSA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9612,2020-02-25,Arrastão do Boi,Currais Novos,RN,Artístico/Cultural/Folclórico
9613,2020-02-25,Araguaia Folia - Meu Bloco na Rua,Barra do Garças,MT,Artístico/Cultural/Folclórico
9614,2020-02-25,Acampamento Verbo da Vida,Campina Grande,PB,Religioso
9615,2020-02-25,ANIVERSÁRIO DE ANDRADAS E CARNAVAL,Andradas,MG,Social/Cívico/Histórico
9616,2020-02-25,30º CARNAVAL DE RUA DE SÃO SIMÃO SP,São Simão,SP,Artístico/Cultural/Folclórico
9617,2020-02-25,17ª EDIÇÃO DO COSTA FOLIA,Costa Rica,MS,Artístico/Cultural/Folclórico
9618,2020-02-25,"Pelo quarto ano, Itu faz o carnaval família com marchinhas e blocos",Itu,SP,Artístico/Cultural/Folclórico
9619,2020-02-25,"Carnaval de Gonçalves - ""CarnaGonça 2020""",Gonçalves,MG,Artístico/Cultural/Folclórico
9620,2020-02-25,"CARNAVAL, CARNAVAL, CARNAVAL!",Belo Horizonte,MG,Artístico/Cultural/Folclórico
9621,2020-02-24,SEMPRE UM PAPO RECEBE ANA MEDINA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9622,2020-02-24,Rosana Folia,Rosana,SP,Artístico/Cultural/Folclórico
9623,2020-02-24,Rapel na Cachoeira,Botucatu,SP,Ecoturismo
9624,2020-02-24,Jardim Folia 2020,Jardim,MS,Outro
9625,2020-02-24,II FOLIA DE MAINHA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9626,2020-02-24,HENRIQUE E DIEGO no Bloco Pangaré - Laguna / SC,Laguna,SC,Outro
9627,2020-02-24,Carnaval,Santa Cruz do Rio Pardo,SP,Artístico/Cultural/Folclórico
9628,2020-02-24,Carnaval do Centenário,Lins,SP,Artístico/Cultural/Folclórico
9629,2020-02-24,Carnaval 2020,Mirassol,SP,Artístico/Cultural/Folclórico
9630,2020-02-24,CARNAVAL,Grão Mogol,MG,Artístico/Cultural/Folclórico
9631,2020-02-24,CARNAVAL PARAISO 2020,São Sebastião do Paraíso,MG,Artístico/Cultural/Folclórico
9632,2020-02-24,CARNATECH 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9633,2020-02-24,CARNAJACK! CA$H (ROCK N' ROLL) + FOO FIGHTERS COVER BRASIL,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9634,2020-02-24,CARNABAILINHO 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9635,2020-02-24,CARNA PARK,Aparecida de Goiânia,GO,Artístico/Cultural/Folclórico
9636,2020-02-24,BLOCO LIGADÃO,Diamantina,MG,Artístico/Cultural/Folclórico
9637,2020-02-24,BLOCO DO MARCÃO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9638,2020-02-24,BAILE DO DISTRITAL,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9639,2020-02-24,Alexandre Pires Camarote Babalaô 2020 - Laguna / SC,Laguna,SC,Outro
9640,2020-02-24,AFTER PSYBLOQUIM E ÁREA 51 CARNAVAL 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9641,2020-02-24,AFTER PSYBLOQUIM & ÁREA 51 CARNAVAL 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9642,2020-02-23,Rapel na Pedra do Índio,Botucatu,SP,Ecoturismo
9643,2020-02-23,FESTA DA INSANIDADE - ANIMAL,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9644,2020-02-23,Desfile das escolas de samba em Macapá,Macapá,AP,Artístico/Cultural/Folclórico
9645,2020-02-23,Carnaval de Rua de Novo Hamburgo,Novo Hamburgo,RS,Artístico/Cultural/Folclórico
9646,2020-02-23,Carnaval Aventura,Timbó,SC,Esportivo
9647,2020-02-23,Carnaval 2020 - Cachoeira do Sul 200 anos de história,Cachoeira do Sul,RS,Artístico/Cultural/Folclórico
9648,2020-02-23,CarnaPium,Pium,TO,Artístico/Cultural/Folclórico
9649,2020-02-23,CARNAVAL DO B.E.M,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9650,2020-02-23,Bloco carnavalesco SUVACO DO CARECA 10 anos,Natal,RN,Artístico/Cultural/Folclórico
9651,2020-02-23,2°CARNAPEDAL,Uruana de Minas,MG,Artístico/Cultural/Folclórico
9652,2020-02-22,TREINO CARNAVAL RUN,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9653,2020-02-22,NA MACIOTA FOLIA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9654,2020-02-22,Jammil e Uma Noites no Bloko Rosa - Laguna / SC,Laguna,SC,Outro
9655,2020-02-22,FESTIVAL DAFLOR - NANDO REIS - CARNAVAL,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9656,2020-02-22,FESTIVAL DA FLOR - NANDO REIS E MELIM,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9657,2020-02-22,FEIRA GASTRONÔMICA,Coluna,MG,Gastronômico
9658,2020-02-22,DESFILES DAS ESCOLAS DE SAMBA,Macapá,AP,Artístico/Cultural/Folclórico
9659,2020-02-22,DESFILE DO BLOCO ME BEBE QUE SOU CERVEJEIRO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9660,2020-02-22,Carnaval Antigo de Caldas Novas,Caldas Novas,GO,Artístico/Cultural/Folclórico
9661,2020-02-22,CARNAVRAL DA ZERO31,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9662,2020-02-22,CARNAVAL KIDS 2020,Timóteo,MG,Artístico/Cultural/Folclórico
9663,2020-02-22,CARNAVAL INIMUTABA,Inimutaba,MG,Artístico/Cultural/Folclórico
9664,2020-02-22,CARNAVAL ARRUMAÇÃO COM SAULO LARANJEIRA E CONVIDADOS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9665,2020-02-22,CARNAVAL ABSURDA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9666,2020-02-22,CARNALAND 2020 - A CAMPEÃ,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9667,2020-02-22,CARNAJACK! RADIO QUEEN + ROCKNIGHTS (CLÁSSICOS),Belo Horizonte,MG,Artístico/Cultural/Folclórico
9668,2020-02-22,CARNACRISTO,Juruti,PA,Religioso
9669,2020-02-22,Baile de Rei e Rainha,Timbó,SC,Artístico/Cultural/Folclórico
9670,2020-02-22,BLOCO PSYCODÉLICOS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9671,2020-02-22,BEATLES NO CARNAVAL?,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9673,2020-02-22,BAILE NA LAND,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9674,2020-02-22,ALBANOS APRESENTA - CARNAVAL A CULPA É DA DICAS 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9675,2020-02-22,AFTER OFICIAL WE LOVE CARNAVAL - CLUBE CHALEZINHO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9676,2020-02-22,ABAETÉ PIRÔ 2020,Abaeté,MG,Artístico/Cultural/Folclórico
9677,2020-02-22,3ª Corrida Fantasia,Timbó,SC,Esportivo
9678,2020-02-22,"Carnaval Baile Vermelho e Branco, Sociedade Ginástica de Novo Hamburg...",Novo Hamburgo,RS,Artístico/Cultural/Folclórico
9679,2020-02-22,"BEM TE VIU, BEM TE VÊ - BAILE DE MÁSCARAS",Belo Horizonte,MG,Artístico/Cultural/Folclórico
9680,2020-02-21,THE JAIL CARNIVAL,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9681,2020-02-21,LA BADERNA INSANA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9682,2020-02-21,Início do Festival de Verão 2019,Bragança Paulista,SP,Artístico/Cultural/Folclórico
9683,2020-02-21,HÉLICE CONFERENCE - NÃO NOS ESCONDEREMOS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9684,2020-02-21,FIRE ON THE TRACK (CARNAVAL EDITION),Belo Horizonte,MG,Artístico/Cultural/Folclórico
9685,2020-02-21,EXQUECE FOLIA - ELETRO FUNK,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9686,2020-02-21,Carnaval (Charanga do ID),Silvânia,GO,Outro
9687,2020-02-21,Campeonato Municipal de Futebol Suíço,Morro da Fumaça,SC,Esportivo
9688,2020-02-21,CARNAVAL KIDS 2020,Santana do Paraíso,MG,Artístico/Cultural/Folclórico
9689,2020-02-21,CARNAVAL DE GUANHÃES,Guanhães,MG,Artístico/Cultural/Folclórico
9690,2020-02-21,CARNAVAL DE CONCEIÇÃO DO MATO DENTRO,Conceição do Mato Dentro,MG,Artístico/Cultural/Folclórico
9691,2020-02-21,CARNAVAL A CAVALO,Bonfim,MG,Artístico/Cultural/Folclórico
9692,2020-02-21,CARNAVAL - CARANAFOLIA 2020,Congonhas,MG,Artístico/Cultural/Folclórico
9693,2020-02-21,Bloco Skentaí com Maiara e Maraísa - Laguna / SC,Laguna,SC,Outro
9694,2020-02-21,BAILE DA PIPA - SEXTA DE CARNAVAL,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9695,2020-02-20,SÓ FORMO DEPOIS DO CARNAVAL!,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9696,2020-02-20,SEU FERIADO - EDIÇÃO CARNAVAL,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9697,2020-02-20,NÃO ME LEVE A MAL - É CARNAVAL! BLOCO QUEM É ESSA AÍ PAPAI,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9698,2020-02-20,MOSTRA - RETROSPECTIVA SCORSESE,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9699,2020-02-20,LUÍSA SONZA NO GIRO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9700,2020-02-20,Férias nos Museus,Timbó,SC,Artístico/Cultural/Folclórico
9701,2020-02-20,FESTA DO BEIJO MC XENON,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9702,2020-02-20,CARNAVAL DO DISTRITAL - ENSAIOS DE QUINTA - FUNK YOU E BARTUCADA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9703,2020-02-20,BAILE DA BICICLETINHA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9704,2020-02-20,"Férias nos Museus ""Caixa de Brinquedos""",Timbó,SC,Artístico/Cultural/Folclórico
9705,2020-02-19,PRÉ CARNAVAL DO SAMBECO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9706,2020-02-19,JASMIN III - Terceira Edição Jornada Acadêmica de Saúde Mental Int...,Brasília,DF,Científico ou Técnico
9707,2020-02-19,CAMPINA FOLIA,Campina Grande,PB,Artístico/Cultural/Folclórico
9708,2020-02-18,HANDMADE ROCK! GEOHARRI ROCK DUO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9709,2020-02-18,CARNAVAL DO ALCEU - MUSEU DA MODA (MUMO),Belo Horizonte,MG,Artístico/Cultural/Folclórico
9710,2020-02-18,BLOCO PRÉ-CARNAVALESCO RISCA FACA DE BELÉM (PARAÍBA),Belém,PB,Artístico/Cultural/Folclórico
9711,2020-02-17,Natal Iluminado,Ilhabela,SP,Outro
9712,2020-02-17,Festa do Senhor do Bonfim,Muritiba,BA,Religioso
9713,2020-02-17,Expoingá 2020,Maringá,PR,Outro
9714,2020-02-17,"SHOW BENEFICENTE ""TODOS POR MINAS""",Belo Horizonte,MG,Artístico/Cultural/Folclórico
9715,2020-02-16,Verão Show,Imbituba,SC,Esportivo
9716,2020-02-16,PRÉ-CARVANAL COM BLOCO I LOVE SAMBA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9717,2020-02-16,PRÉ- CARNAVAL MORADIAS DA UFMG 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9718,2020-02-16,PRÉ CARNAVAL - BLOCO FARAÓ,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9719,2020-02-16,Meia Maratona das Pontes,Brasília,DF,Esportivo
9720,2020-02-16,Grito de Carnaval,Santa Cruz do Rio Pardo,SP,Artístico/Cultural/Folclórico
9721,2020-02-16,GIRAFOLIA 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9722,2020-02-16,Festa da Uva,São Miguel Arcanjo,SP,Artístico/Cultural/Folclórico
9723,2020-02-16,FESTIVAL DE VERÃO VALE DO AÇO,Ipatinga,MG,Artístico/Cultural/Folclórico
9724,2020-02-16,FEIRINHA DE ARTESANATOS + FESTIVAL DE PASTEIS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9725,2020-02-16,ENSAIO ABERTO BLOCO FILHOS DA PUC,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9726,2020-02-16,ENCONTROS COM O PATRIMÔNIO | HISTÓRIAS DE OUTROS CARNAVAIS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9727,2020-02-16,ENCONTRO DOS BLOCOS 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9728,2020-02-16,Circuito Mundial - Etapa Egito,Brasília,DF,Esportivo
9729,2020-02-16,Carnaval de Zé Puluca,Bom Conselho,PE,Artístico/Cultural/Folclórico
9730,2020-02-16,CarnaCabrália,Santa Cruz Cabrália,BA,Artístico/Cultural/Folclórico
9731,2020-02-16,Café Musical,Timbó,SC,Artístico/Cultural/Folclórico
9732,2020-02-16,CHEIRINHO DE CARNAVAL!,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9733,2020-02-16,CARNAVAL DO DISTRITAL - ENSAIOS DE DOMINGO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9734,2020-02-16,CARNAVAL ANTECIPADO DE CONCEIÇÃO DA BARRA DE MINAS,Conceição da Barra de Minas,MG,Artístico/Cultural/Folclórico
9735,2020-02-16,CARNAKORGGO 2020,Córrego do Bom Jesus,MG,Artístico/Cultural/Folclórico
9736,2020-02-16,Baile de Rei e Rainha,Timbó,SC,Artístico/Cultural/Folclórico
9737,2020-02-16,BLOQUINHO DO QUINTAL - HAVAYANAS USADAS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9738,2020-02-16,ANGOLA JANGA + SAMBA DAS PRETAS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9739,2020-02-16,4ª Corrida do Laboratório Côrtes Villela,Juiz de Fora,MG,Esportivo
9740,2020-02-16,46ª CAMPANHA DE POPULARIZAÇÃO DO TEATRO E DA DANÇA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9741,2020-02-16,3° CROSS COUNTRY DE TABULEIRO - MG,Tabuleiro,MG,Esportivo
10038,2020-01-01,Festa de Bom Jesus dos Remédios,Panelas,PE,Religioso
9742,2020-02-16,2º Encontro da Musica Sertaneja,Juquitiba,SP,Artístico/Cultural/Folclórico
9743,2020-02-16,1 Ciclo Turismo Fazenda do Barreiro,Urupema,SC,Esportivo
9744,2020-02-16,"82º Carnaval Antecipado de Aiuruoca, O Primeiro do Brasil",Aiuruoca,MG,Artístico/Cultural/Folclórico
9745,2020-02-15,TRETA BLOCO BH @NIGHTMARKET,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9746,2020-02-15,Pré-Carnaval de Laguna,Laguna,SC,Artístico/Cultural/Folclórico
9747,2020-02-15,PRÉ CARNAVALIZA BELÔ,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9748,2020-02-15,PRÉ CARNAVAL,Paty do Alferes,RJ,Artístico/Cultural/Folclórico
9749,2020-02-15,PRÉ CARNAVAL DO VILA PUB,Dona Euzébia,MG,Artístico/Cultural/Folclórico
9750,2020-02-15,PRÉ CARNAVAL DO REI,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9751,2020-02-15,PRÉ CARNAVAL DO CSAMBA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9752,2020-02-15,PRÉ CARNAVAL COM BLOCO LUCAS DO SÃO LOUCOS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9753,2020-02-15,NOSSO BLOQUINHO 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9754,2020-02-15,MEU CONCRETO TÁ ARMADO,Juiz de Fora,MG,Artístico/Cultural/Folclórico
9755,2020-02-15,LACRA A PURPURINA COM ORQUESTRA MINEIRA DE BREGA + PALOMITA DJ,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9756,2020-02-15,I ENCONTRO DE FOLIA DE REIS,São Gotardo,MG,Artístico/Cultural/Folclórico
9757,2020-02-15,Fórum do Campo Lacaniano Juiz de Fora: Abertura das Atividades,Juiz de Fora,MG,Científico ou Técnico
9758,2020-02-15,Folia de Reis,Santa Cruz do Rio Pardo,SP,Religioso
9759,2020-02-15,Festival de Verão,Cananéia,SP,Outro
9760,2020-02-15,FOLIADOREI PRÉ CARNAVAL BH,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9761,2020-02-15,FESTIVAL DA GINGA,Natal,RN,Gastronômico
9762,2020-02-15,FEIRA FRESCA NO VILA 211,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9763,2020-02-15,ESQUENTA DE CARNAVAL COM PIMENTA NA VEIA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9764,2020-02-15,DOMÉSTICAS DE LUXO,Juiz de Fora,MG,Artístico/Cultural/Folclórico
9765,2020-02-15,Cultura Rock,Timbó,SC,Artístico/Cultural/Folclórico
9766,2020-02-15,Caraguatatuba Summer Festival,Caraguatatuba,SP,Artístico/Cultural/Folclórico
9767,2020-02-15,CORTEJO DO INGOMA,Juiz de Fora,MG,Artístico/Cultural/Folclórico
9768,2020-02-15,COMPOSIÇÕES - UMA HISTÓRIA FOTOGRÁFICA DO JAZZ EM BH,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9769,2020-02-15,CLASSICS DE CARNAVAL,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9770,2020-02-15,CARNAVAL DE BELO HORIZONTE,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9771,2020-02-15,CARNAROCK PAMPULHA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9772,2020-02-15,CARNAROCK 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9773,2020-02-15,CARNAGAY VAMOS PRA CHURCH,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9774,2020-02-15,Baile do Come Quieto 2020,Juiz de Fora,MG,Artístico/Cultural/Folclórico
9775,2020-02-15,BLOQUINHO MISTER ART - 1 ANO DE CASA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9776,2020-02-15,BLOQUINHO DO GILBOA COM BAILE DA ANNY,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9777,2020-02-15,BLOCO PORCO NO ROLETE,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9778,2020-02-15,BANDA MOLE,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9779,2020-02-15,BAILINHO DE CARNAVAL DO VIASHOPPING,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9780,2020-02-15,BAILE VERMELHO E BRANCO 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9781,2020-02-15,BAILE DO FASANO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9782,2020-02-15,BAILE DA LAGOA 2020,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9783,2020-02-15,AQUECIMENTO DE CARNAVAL #ACABEIDECHEGAR NA FOLIA!,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9784,2020-02-15,2° Festival de Marchinhas de Carnaval de lagoinha SP.,Lagoinha,SP,Artístico/Cultural/Folclórico
9785,2020-02-15,1º Festival Under de Alexânia,Alexânia,GO,Artístico/Cultural/Folclórico
9786,2020-02-15,14º GRITO DE CARNAVAL APAE-BH,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9787,2020-02-14,Show Diego & Arnaldo,Chapadão do Sul,MS,Artístico/Cultural/Folclórico
9788,2020-02-14,SENSUALIZA COM ROSA NEON E SWING SAFADO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9789,2020-02-14,REUNIÃO DE BRECHÓS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9790,2020-02-14,PRÉ-CARNAVAL DA MARIA DAS TRANÇAS: SHOW COM CANTA BRASIL,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9791,2020-02-14,O GRANDE BAILE ZIRIGGYFÚNEBRE,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9792,2020-02-14,NA CALÇADA MINASCASA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
9793,2020-02-14,Marcha Carnavalesca,Dom Macedo Costa,BA,Artístico/Cultural/Folclórico
